"Date","1 oz","1/2 oz","1/4 oz"
"Selling","Buying","Selling","Buying","Selling","Buying"
"29 Sep 2020","8,338","8,004","4,248","4,002","2,183","2,001"
"30 Sep 2020","8,352","8,025","4,255","4,012","2,167","2,006"
"01 Oct 2020","8,308","7,984","4,232","3,992","2,155","1,996"
"02 Oct 2020","8,389","8,063","4,274","4,031","2,176","2,016"
"05 Oct 2020","8,394","8,057","4,276","4,029","2,178","2,014"
"06 Oct 2020","8,427","8,096","4,293","4,048","2,186","2,024"
"07 Oct 2020","8,299","7,967","4,228","3,984","2,153","1,992"
"08 Oct 2020","8,318","7,986","4,238","3,993","2,158","1,997"
"09 Oct 2020","8,371","8,038","4,264","4,019","2,172","2,009"
"12 Oct 2020","8,457","8,128","4,308","4,064","2,194","2,032"
"13 Oct 2020","8,463","8,124","4,311","4,062","2,196","2,031"
"14 Oct 2020","8,327","8,003","4,242","4,002","2,160","2,001"
"15 Oct 2020","8,362","8,031","4,260","4,015","2,169","2,008"
"16 Oct 2020","8,362","8,031","4,260","4,015","2,169","2,008"
"19 Oct 2020","8,362","8,031","4,260","4,015","2,169","2,008"
"20 Oct 2020","8,360","8,035","4,259","4,017","2,169","2,009"
"21 Oct 2020","8,413","8,086","4,286","4,043","2,183","2,021"
"22 Oct 2020","8,449","8,118","4,304","4,059","2,192","2,030"
"23 Oct 2020","8,372","8,047","4,265","4,023","2,172","2,012"
"26 Oct 2020","8,386","8,044","4,272","4,022","2,176","2,011"
"27 Oct 2020","8,413","8,086","4,286","4,043","2,183","2,021"
"28 Oct 2020","8,424","8,087","4,292","4,043","2,186","2,022"
"30 Oct 2020","8,245","7,915","4,200","3,957","2,139","1,979"
"02 Nov 2020","8,279","7,957","4,218","3,979","2,148","1,989"
"03 Nov 2020","8,347","8,022","4,252","4,011","2,165","2,006"
"04 Nov 2020","8,434","8,100","4,297","4,050","2,188","2,025"
"05 Nov 2020","8,393","8,057","4,276","4,028","2,177","2,104"
"06 Nov 2020","8,427","8,096","4,293","4,048","2,186","2,024"
"09 Nov 2020","8,558","8,217","4,360","4,109","2,186","2,054"
"10 Nov 2020","8,188","7,860","4,171","3,930","2,124","1,965"
"11 Nov 2020","8,217","7,889","4,186","3,945","2,132","1,972"
"12 Nov 2020","8,172","7,850","4,163","3,925","2,120","1,963"
"13 Nov 2020","8,224","7,904","4,190","3,952","2,134","1,976"
"16 Nov 2020","8,266","7,935","4,211","3,967","2,144","1,984"
"17 Nov 2020","8,239","7,918","4,197","3,959","2,137","1,980"
"18 Nov 2020","8,181","7,862","4,168","3,931","2,122","1,966"
"19 Nov 2020","8,141","7,819","4,147","3,909","2,112","1,955"
"20 Nov 2020","8,102","7,781","4,127","3,890","2,102","1,945"
"23 Nov 2020","8,132","7,810","4,143","3,905","2,110","1,953"
"24 Nov 2020","7,960","7,651","4,055","3,825","2,065","1,913"
"25 Nov 2020","7,842","7,530","3,995","3,765","2,035","1,882"
"26 Nov 2020","7,846","7,539","3,997","3,770","2,036","1,885"
"27 Nov 2020","7,810","7,506","3,979","3,753","2,026","1,877"
"30 Nov 2020","7,713","7,411","3,929","3,706","2,001","1,853"
"01 Dec 2020","7,694","7,395","3,920","3,697","1,996","1,849"
"02 Dec 2020","7,835","7,527","3,991","3,763","2,033","1,882"
"03 Dec 2020","7,906","7,596","4,028","3,798","2,051","1,899"
"04 Dec 2020","7,939","7,621","4,044","3,810","2,060","1,905"
"07 Dec 2020","7,958","7,630","4,054","3,815","2,065","1,907"
"08 Dec 2020","8,051","7,738","4,101","3,869","2,089","1,934"
"09 Dec 2020","8,074","7,760","4,113","3,880","2,095","1,940"
"10 Dec 2020","7,927","7,619","4,038","3,809","2,057","1,905"
"11 Dec 2020","7,907","7,599","4,028","3,800","2,051","1,900"
"14 Dec 2020","7,892","7,557","4,020","3,789","2,047","1,894"
"15 Dec 2020","7,867","7,553","4,008","3,777","2,041","1,888"
"16 Dec 2020","7,960","7,646","4,055","3,823","2,065","1,912"
